yyyy-mm-dd hh:mm:ss,temp_C,HR,pres_mbar,rain_mm/h,solarRad_W/m2,windSpeed_m/s,windGust_m/s
19-10-2018 11:00,20.6,60,1004.7,0,458,17.3,32.4
19-10-2018 12:00,21.6,56,1004.3,0,318,15.9,34.6
19-10-2018 13:00,22.3,52,1004.1,0,287,12.5,31.3
19-10-2018 14:00,22.6,50,1003.8,0,263,10.7,26.6
19-10-2018 15:00,22.6,49,1004,0,121,10.6,23.4
19-10-2018 16:00,22.5,49,1004.2,0,226,10.2,19.4
19-10-2018 17:00,21.5,57,1004.5,0,43,14,18.7
19-10-2018 18:00,20.4,65,1005.1,0,11,15.8,18
19-10-2018 19:00,19.7,67,1005.5,0,0,15.9,24.5
19-10-2018 20:00,19.3,70,1005.8,0,0,15.2,24.1
19-10-2018 21:00,19,72,1005.9,0,0,14.6,23
19-10-2018 22:00,18.6,74,1006.6,0,0,11.5,22
19-10-2018 23:00,18.1,76,1006.3,0,0,11.1,20.5
20-10-2018 00:00,17.6,78,1006,0,0,12.3,20.5
20-10-2018 01:00,17.2,80,1006.1,0,0,12.3,20.9
20-10-2018 02:00,16.7,82,1006.1,0,0,12.1,21.6
20-10-2018 03:00,16.3,85,1006.1,0,0,12.3,22
20-10-2018 04:00,16,86,1006.5,0,0,13,22
20-10-2018 05:00,15.8,88,1006.6,0,0,12.5,21.6
20-10-2018 06:00,15.5,89,1006.8,0,0,12.1,21.6
20-10-2018 07:00,15.1,92,1007.1,0,0,11.8,19.8
20-10-2018 08:00,15.7,89,1007.4,0,27,12.8,21.2
20-10-2018 09:00,17.3,81,1008,0,117,13.4,23
20-10-2018 10:00,19.3,72,1008.4,0,314,14.5,25.6
20-10-2018 11:00,21,62,1008,0,457,14.2,25.6
20-10-2018 12:00,22.2,55,1007.8,0,535,11.2,24.1
20-10-2018 13:00,22.9,50,1007.3,0,381,9.2,22.3
20-10-2018 14:00,23.6,46,1006.7,0,384,8.4,28.4
20-10-2018 15:00,24,42,1006.7,0,384,9.7,28.1
20-10-2018 16:00,23.5,41,1006.3,0,242,9.8,28.1
20-10-2018 17:00,22.3,48,1006.5,0,82,5.9,25.2
20-10-2018 18:00,20.8,55,1007,0,13,6.4,20.9
20-10-2018 19:00,18.5,77,1007.6,0,0,8.9,18.7
20-10-2018 20:00,18.1,78,1007.8,0.2,0,7.2,22.7
20-10-2018 21:00,17.4,83,1008.1,0,0,6.2,18
20-10-2018 22:00,17,86,1008.6,0,0,6.1,10.4
20-10-2018 23:00,16.7,87,1008.4,0,0,7.2,11.2
21-10-2018 00:00,16.4,88,1008.2,0,0,8.3,12.2
21-10-2018 01:00,16.1,89,1008.2,0,0,10.1,14
21-10-2018 02:00,15.9,90,1008.3,0,0,11.9,16.6
21-10-2018 03:00,15.6,92,1007.7,0,0,12.3,17.6
21-10-2018 04:00,15.4,92,1007.8,0,0,11.3,18.4
21-10-2018 05:00,15.3,92,1007.8,0,0,12,18.7
21-10-2018 06:00,15.2,92,1008,0,0,13.4,19.8
21-10-2018 07:00,14.8,93,1008.5,0,0,14.4,23
21-10-2018 08:00,15.2,90,1008.7,0,33,14.8,24.5
21-10-2018 09:00,16.3,85,1009.5,0,117,17,26.6
21-10-2018 10:00,17.5,79,1009.5,0,191,14.3,30.6
21-10-2018 11:00,18.7,72,1009.3,0,208,13.5,31
21-10-2018 12:00,19.8,66,1009.1,0,305,13.4,31.3
21-10-2018 13:00,20.4,63,1008.5,0,344,13.2,31.3
21-10-2018 14:00,20.8,60,1008.3,0,306,13,25.9
21-10-2018 15:00,21,60,1008.1,0,292,12.1,22.3
21-10-2018 16:00,20.6,63,1008.5,0,145,10.2,18
21-10-2018 17:00,20,67,1008.8,0,85,8.3,12.2
21-10-2018 18:00,19.1,74,1009.4,0,14,4.7,7.2
21-10-2018 19:00,18.2,82,1010,0,0,2.7,8.3
21-10-2018 20:00,18,83,1010.3,0,0,0.4,6.5
21-10-2018 21:00,17.8,85,1010.9,0,0,2.1,5.8
21-10-2018 22:00,17.4,89,1011.5,0,0,3.4,6.5
21-10-2018 23:00,16.5,93,1011.7,0,0,5.9,7.9
22-10-2018 00:00,15.2,95,1011.5,0,0,7.1,10.4
22-10-2018 01:00,14.8,96,1011.8,0,0,8,11.9
22-10-2018 02:00,14.3,96,1011.4,0,0,6.9,11.5
22-10-2018 03:00,13.7,97,1011.7,0,0,6.6,11.9
22-10-2018 04:00,13.5,97,1011.7,0,0,7.1,12.6
22-10-2018 05:00,13.4,97,1011.6,0,0,7.3,13
22-10-2018 06:00,13.2,97,1012,0,0,8.2,13
22-10-2018 07:00,13.3,96,1012.3,0,0,8.2,14
22-10-2018 08:00,14.3,94,1012.8,0,43,8.7,15.1
22-10-2018 09:00,17,83,1013.4,0,173,9.5,16.9
22-10-2018 10:00,19.4,71,1013.7,0,326,10.1,18.4
22-10-2018 11:00,21.4,62,1013.5,0,447,9.5,18.7
22-10-2018 12:00,22.8,57,1013.5,0,527,7.6,17.3
22-10-2018 13:00,23.5,53,1012.9,0,552,4.8,15.1
22-10-2018 14:00,24,50,1012.3,0,455,3.6,14.8
22-10-2018 15:00,24,49,1012.1,0,258,6.5,14.8
22-10-2018 16:00,24,49,1012.1,0,211,8.7,14.8
22-10-2018 17:00,23.5,53,1012.1,0,111,10.4,15.8
22-10-2018 18:00,22.3,60,1012,0,13,11.2,17.6
22-10-2018 19:00,21.2,69,1012.6,0,0,11.9,18
22-10-2018 20:00,20.4,74,1012.7,0,0,10.8,17.6
22-10-2018 21:00,19.8,78,1012.9,0,0,10.1,16.9
22-10-2018 22:00,19.5,80,1013.4,0,0,9.8,16.2
22-10-2018 23:00,19,83,1013.1,0,0,9.2,15.8
23-10-2018 00:00,18.7,84,1012.7,0,0,8.2,14.8
23-10-2018 01:00,18.3,86,1012.6,0,0,8.9,13.7
23-10-2018 02:00,18,88,1012.5,0,0,8.9,13.3
23-10-2018 03:00,17.8,89,1012,0,0,8.4,14.4
23-10-2018 04:00,17.6,89,1012.3,0,0,8.1,15.1
23-10-2018 05:00,17.3,90,1012.6,0,0,7.4,15.1
23-10-2018 06:00,17,90,1013,0,0,7.6,14.4
23-10-2018 07:00,16.6,90,1013.6,0,0,8.3,13.7
23-10-2018 08:00,17.1,86,1014.2,0,22,11.3,16.9
23-10-2018 09:00,18.9,76,1014.8,0,136,11.5,19.1
23-10-2018 10:00,20.8,67,1015.4,0,275,10.5,20.2
23-10-2018 11:00,22.2,61,1015.5,0,401,12.9,20.9
23-10-2018 12:00,23.1,58,1015.3,0,497,11.3,21.6
23-10-2018 13:00,23.5,58,1015,0,515,9.2,20.9
23-10-2018 14:00,23.6,58,1014.8,0,477,9.5,19.4
23-10-2018 15:00,23.6,59,1014.7,0,410,9.8,19.1
23-10-2018 16:00,23.2,61,1014.9,0,238,8.1,18
23-10-2018 17:00,22.5,65,1015.1,0.1,107,6.1,14.8
23-10-2018 18:00,21.1,75,1015.7,0,12,5.4,9.7
23-10-2018 19:00,20.8,74,1016.2,0,0,5,8.3
23-10-2018 20:00,19.8,82,1016.1,0,0,3.1,7.2
23-10-2018 21:00,20,79,1016.8,0,0,1,5.8
23-10-2018 22:00,19.5,83,1017,0,0,4.2,5.8
23-10-2018 23:00,18.7,86,1017.1,0,0,5.2,7.9
24-10-2018 00:00,17.8,89,1017.1,0,0,5.6,9.4
24-10-2018 01:00,17.6,90,1017,0,0,5.8,10.1
24-10-2018 02:00,17.1,91,1016.6,0,0,6.1,10.4
24-10-2018 03:00,16.6,92,1016.6,0,0,5.8,10.4
24-10-2018 04:00,16.1,94,1016.7,0,0,5.2,10.4
24-10-2018 05:00,15.9,94,1016.7,0,0,6,10.4
24-10-2018 06:00,16.1,93,1017,0,0,6.4,11.2
24-10-2018 07:00,15.9,95,1016.8,0,0,6.5,10.8
24-10-2018 08:00,16.5,94,1017.1,0,28,6.7,10.8
24-10-2018 09:00,18.9,81,1017.3,0,121,5.7,11.5
24-10-2018 10:00,20.9,70,1017.4,0,241,3.8,11.2
24-10-2018 11:00,22.5,62,1017.1,0,406,3.7,11.2
24-10-2018 12:00,23.7,56,1016.5,0,493,3.7,11.5
24-10-2018 13:00,24.5,53,1015.7,0,533,5.1,13.7
24-10-2018 14:00,25.1,50,1015.1,0,485,7.8,16.2
24-10-2018 15:00,25.2,49,1014.5,0,393,10.6,18
24-10-2018 16:00,25.1,49,1014.6,0,234,12.6,18.7
24-10-2018 17:00,24.2,53,1014.1,0,110,13,19.8
24-10-2018 18:00,22.8,61,1014.1,0,15,12.6,20.2
24-10-2018 19:00,21.5,68,1014,0,0,12.8,19.8
24-10-2018 20:00,20.8,71,1013.9,0,0,13.6,20.5
24-10-2018 21:00,20.2,71,1013.8,0,0,13.7,21.2
24-10-2018 22:00,19.8,69,1013.8,0,0,13.4,21.2
24-10-2018 23:00,19.4,67,1013.4,0,0,12.7,20.9
25-10-2018 00:00,18.9,68,1012.8,0,0,11.3,20.2
25-10-2018 01:00,18.4,69,1012.8,0,0,10,18.7
25-10-2018 02:00,17.8,72,1011.9,0,0,9.6,17.6
25-10-2018 03:00,17.3,75,1011.4,0,0,9,16.9
25-10-2018 04:00,16.8,77,1011.3,0,0,8.6,15.8
25-10-2018 05:00,16.2,81,1011.1,0,0,8,14.4
25-10-2018 06:00,15.7,84,1011.2,0,0,7.8,13.3
25-10-2018 07:00,15.3,86,1011.3,0,0,8.4,13
25-10-2018 08:00,15.7,84,1011.4,0,29,9.5,13.7
25-10-2018 09:00,18.2,69,1011.5,0,135,9.4,15.5
25-10-2018 10:00,20.4,58,1011.8,0,252,7.3,15.8
25-10-2018 11:00,22.3,49,1011.3,0,368,5.9,15.5
25-10-2018 12:00,23.6,45,1010.9,0,428,4.4,13.7
25-10-2018 13:00,24.2,43,1010.1,0,434,4.4,11.9
25-10-2018 14:00,24.3,43,1009.4,0,206,5.7,11.2
25-10-2018 15:00,24.1,44,1009.1,0,96,8,13.7
25-10-2018 16:00,23.8,46,1008.9,0,108,9.4,16.2
25-10-2018 17:00,23,51,1008.6,0,105,9.2,17.3
25-10-2018 18:00,21.6,59,1008.6,0,10,7.9,16.2
25-10-2018 19:00,20.3,67,1008.7,0,0,9.2,14.8
25-10-2018 20:00,19.6,71,1008.6,0,0,9.9,14.8
25-10-2018 21:00,18.9,75,1008.9,0,0,9.3,15.5
25-10-2018 22:00,18.2,79,1008.9,0,0,9.6,15.5
25-10-2018 23:00,17.4,83,1008.1,0,0,9.8,15.1
26-10-2018 00:00,16.5,87,1008,0,0,9.7,14.8
26-10-2018 01:00,15.8,90,1007.7,0,0,8.6,14.4
26-10-2018 02:00,15.6,90,1007.3,0,0,8.3,13.7
26-10-2018 03:00,15.8,88,1006.3,0,0,9,12.6
26-10-2018 04:00,15.9,87,1006,0,0,10.5,12.2
26-10-2018 05:00,15.2,90,1005.9,0,0,9.4,12.2
26-10-2018 06:00,14.6,92,1006.3,0,0,10.1,13
26-10-2018 07:00,14.3,92,1006.4,0,0,10.6,17.3
26-10-2018 08:00,15.1,90,1006.6,0,4,12.1,18.4
26-10-2018 09:00,16.8,78,1006.8,0,48,11.7,20.5
26-10-2018 10:00,18.5,66,1007.2,0,184,10.2,20.2
26-10-2018 11:00,19.9,59,1007.1,0,278,10.5,19.1
26-10-2018 12:00,21.1,54,1006.5,0,409,10.5,18.4
26-10-2018 13:00,21.9,50,1005.9,0,494,11.3,17.6
26-10-2018 14:00,22.2,50,1005.3,0,386,14.3,22.3
26-10-2018 15:00,22,52,1005.1,0,368,16,29.5
26-10-2018 16:00,21.3,55,1005,0,225,16.2,32
26-10-2018 17:00,20.2,61,1005,0,96,16.4,32
26-10-2018 18:00,18.9,69,1005.1,0,8,15.3,30.6
26-10-2018 19:00,17.7,74,1005.6,0,0,14,25.2
26-10-2018 20:00,16.9,78,1005.8,0,0,12.8,22.7
26-10-2018 21:00,16.3,82,1005.9,0,0,11.3,20.9
26-10-2018 22:00,15.8,85,1006.4,0,0,10,19.1
26-10-2018 23:00,15.3,87,1006.3,0,0,12.2,23
27-10-2018 00:00,15,88,1006.2,0,0,16.1,28.8
27-10-2018 01:00,14.8,89,1005.9,0,0,17.5,30.2
27-10-2018 02:00,14.6,88,1005.4,0,0,16.8,29.5
27-10-2018 03:00,14.4,90,1005,0,0,18,31.3
27-10-2018 04:00,14.5,90,1005,0,0,24.6,41.8
27-10-2018 05:00,14.7,90,1005,0,0,30.1,52.2
27-10-2018 06:00,14.4,88,1005,0,0,32.1,54.4
27-10-2018 07:00,14.3,84,1005.3,0,0,37.2,58.7
27-10-2018 08:00,14.2,75,1005.6,0,30,38.3,62.3
27-10-2018 09:00,14.7,65,1006.1,0,168,41.1,67.7
27-10-2018 10:00,15.5,56,1006.3,0,329,41.6,69.8
27-10-2018 11:00,16.4,49,1006.4,0,458,44,74.2
27-10-2018 12:00,16.8,44,1006.1,0,518,46.8,78.5
27-10-2018 13:00,16.9,41,1005.5,0,546,48.6,79.6
27-10-2018 14:00,16.7,40,1004.9,0,512,46.5,79.6
27-10-2018 15:00,16.2,43,1004.7,0,386,45.3,77
27-10-2018 16:00,15.3,48,1004.4,0,242,45.2,73.8
27-10-2018 17:00,14.4,53,1004.3,0,112,44,73.1
27-10-2018 18:00,13.5,59,1004.4,0,12,40.7,70.6
27-10-2018 19:00,13.1,61,1004.4,0,0,39.8,67.7
27-10-2018 20:00,12.2,64,1004.1,0,0,38.8,67
27-10-2018 21:00,11.4,73,1003.8,0.1,0,36,61.2
27-10-2018 22:00,11.2,72,1003.4,0,0,31.4,58.7
27-10-2018 23:00,11.1,69,1002.8,0,0,31.9,60.5
28-10-2018 00:00,10.5,72,1001.8,0.3,0,31.9,59.4
28-10-2018 01:00,10.4,72,1000.9,0.1,0,32.5,57.2
28-10-2018 02:00,10.4,69,1000.4,0,0,31.4,56.2
28-10-2018 03:00,9.8,69,1000,0.4,0,32.6,54.7
28-10-2018 04:00,9.7,70,1000,0.1,0,32.2,53.3
28-10-2018 05:00,9.7,69,999.9,0.2,0,31,51.5
28-10-2018 06:00,9.3,70,999.9,0,0,31,56.2
28-10-2018 07:00,9.2,66,1000.3,0,0,32.1,51.5
28-10-2018 08:00,9.6,65,1000.8,0,33,32.8,54
28-10-2018 09:00,10.7,62,1001.2,0,156,36.4,58.3
28-10-2018 10:00,12,55,1001.6,0,290,31.5,61.9
28-10-2018 11:00,13.1,47,1001.3,0,331,32.4,64.1
28-10-2018 12:00,13.8,43,1001.2,0,411,35.5,68.4
28-10-2018 13:00,14.5,40,1001.6,0,485,37.3,70.9
28-10-2018 14:00,14.7,38,1001.2,0,477,37.6,72
28-10-2018 15:00,14.5,37,1001.7,0,404,37.7,73.1
28-10-2018 16:00,13.9,44,1002.1,0,234,38,68.8
28-10-2018 17:00,13.3,48,1002.7,0,112,37.4,67.3
28-10-2018 18:00,12.5,53,1003,0,12,35.6,64.4
28-10-2018 19:00,11.9,54,1003.3,0.2,0,35.5,59
28-10-2018 20:00,11.8,54,1003.5,0,0,33.9,56.9
28-10-2018 21:00,11.6,56,1003.9,0,0,32.4,54.4
28-10-2018 22:00,11.2,58,1004.7,0,0,29.3,50.8
28-10-2018 23:00,10.9,59,1005,0,0,28.9,48.6
29-10-2018 00:00,10.6,60,1004.9,0,0,28.2,46.4
29-10-2018 01:00,10.5,63,1005.2,0,0,27.6,45.4
29-10-2018 02:00,10.4,67,1005.1,0,0,27.2,44.3
29-10-2018 03:00,10.5,70,1005.4,0,0,27.8,45.7
29-10-2018 04:00,10.8,70,1005.1,0,0,27.7,46.4
29-10-2018 05:00,10.8,71,1005.1,0,0,27.1,46.1
29-10-2018 06:00,10.8,71,1005.1,0,0,26.6,43.2
29-10-2018 07:00,10.5,70,1005.4,0,0,26.3,42.8
29-10-2018 08:00,10.9,66,1005.4,0,21,25.3,42.5
29-10-2018 09:00,12,60,1006,0,120,27.1,43.9
29-10-2018 10:00,13.2,53,1006.6,0,252,28.4,47.5
29-10-2018 11:00,13.9,49,1006,0,250,28.9,47.2
29-10-2018 12:00,14.4,48,1005.4,0,304,26.9,43.6
29-10-2018 13:00,14.8,47,1004.7,0,340,25.7,40.7
29-10-2018 14:00,14.5,50,1003.9,0,101,25.5,39.2
29-10-2018 15:00,14.4,52,1003.7,0,141,24.9,37.4
29-10-2018 16:00,14.4,54,1003.3,0,89,24.9,37.4
29-10-2018 17:00,14.1,57,1002.7,0,6,23,34.2
29-10-2018 18:00,13.8,61,1002.1,0,1,22.4,33.8
29-10-2018 19:00,13.4,68,1001.9,0.4,0,24.2,39.2
29-10-2018 20:00,12.7,78,1001.1,0.7,0,20.9,38.9
29-10-2018 21:00,12.4,86,1000.2,0.8,0,18.7,32.4
29-10-2018 22:00,12.7,86,999.4,1.2,0,22.6,35.6
29-10-2018 23:00,12.9,86,997.9,1.6,0,27.7,45.7
30-10-2018 00:00,13.3,85,996.3,2.1,0,29.8,54
30-10-2018 01:00,13.7,89,994.9,4,0,32,61.6
30-10-2018 02:00,13.6,91,993.8,3.5,0,29.4,58.7
30-10-2018 03:00,13.3,89,993.2,1.2,0,24.9,49.3
30-10-2018 04:00,12.8,90,992.7,0.7,0,24.7,42.5
30-10-2018 05:00,12.5,91,992.6,1.4,0,26.3,40
30-10-2018 06:00,11.6,91,992.5,1.7,0,26.2,43.6
30-10-2018 07:00,11.3,90,993.1,0.4,0,28.1,46.1
30-10-2018 08:00,11.2,89,993.5,0.2,9,28.6,47.5
30-10-2018 09:00,11.4,86,994.6,0,10,29.6,48.2
30-10-2018 10:00,11.9,81,995.3,0.2,89,29.2,53.6
30-10-2018 11:00,12.5,78,995.4,0.1,221,29.7,58
30-10-2018 12:00,13.2,71,995.6,0,416,31.1,59.8
30-10-2018 13:00,13.6,65,995.9,0,408,32.6,55.4
30-10-2018 14:00,13.4,59,995.5,0,382,32.9,58
30-10-2018 15:00,13.3,57,995.9,0,316,35.3,57.6
30-10-2018 16:00,13.1,58,996.3,0,175,34.7,58
30-10-2018 17:00,12.5,61,996.8,0,64,33.2,57.2
30-10-2018 18:00,12,65,997.6,0,6,30.3,55.4
30-10-2018 19:00,11.6,69,998.5,0,0,28,50.4
30-10-2018 20:00,11.4,70,998.9,0,0,28.1,46.1
30-10-2018 21:00,11.3,71,999.6,0.1,0,28.3,45
30-10-2018 22:00,11.4,70,1000.1,0.2,0,24.1,44.3
30-10-2018 23:00,11.5,71,1000.4,0.1,0,23.1,43.9
31-10-2018 00:00,11.7,71,1000.2,0.1,0,23.9,42.1
31-10-2018 01:00,11.8,72,1000.7,0,0,22.5,40.7
31-10-2018 02:00,11.9,72,1000.5,0,0,22.1,37.1
31-10-2018 03:00,12.1,70,1000.3,0,0,19.2,34.9
31-10-2018 04:00,12.2,69,999.9,0,0,17.7,32.4
31-10-2018 05:00,12.5,68,999.7,0.6,0,15.2,29.9
31-10-2018 06:00,12.1,74,999.3,0.3,0,10,31.3
31-10-2018 07:00,11.8,80,999,0.8,0,6.5,24.5
31-10-2018 08:00,11.5,87,998,1.5,7,9.4,21.6
31-10-2018 09:00,11.8,88,997.3,1.9,1,17.6,29.5
31-10-2018 10:00,12.3,88,996.8,2,12,18.7,36.4
31-10-2018 11:00,12.6,90,995.8,1.3,11,22.5,40
31-10-2018 12:00,12.8,88,995.2,1.4,0,24.1,43.9
31-10-2018 13:00,13.6,83,994.8,1,59,17,45.7
31-10-2018 14:00,13.8,82,994.2,0.8,83,5,38.2
31-10-2018 15:00,13.9,81,994.5,0.3,66,2.2,35.6
31-10-2018 16:00,13.5,82,995.1,0,52,7.7,31
31-10-2018 17:00,12.7,82,996.1,0,18,11,29.2
31-10-2018 18:00,12.1,82,997,0,1,13.7,28.4
31-10-2018 19:00,12.1,85,998.4,0,0,13.7,24.8
31-10-2018 20:00,12,84,999.1,0,0,11.5,22.7
31-10-2018 21:00,11.7,86,1000.6,0,0,8.7,19.1
31-10-2018 22:00,11.3,88,1001.8,0,0,7.3,14.8
31-10-2018 23:00,11,90,1003.1,0,0,8,15.1
01-11-2018 00:00,10.9,90,1003.7,0,0,9.2,16.2
01-11-2018 01:00,10.7,90,1004.8,0,0,9.7,16.2
01-11-2018 02:00,10.3,92,1005.1,0,0,8.5,16.6
01-11-2018 03:00,10.1,93,1005.6,0,0,8.7,15.8
01-11-2018 04:00,10.1,92,1006.5,0,0,10.2,18
01-11-2018 05:00,10.2,91,1007.4,0,0,12.1,20.9
01-11-2018 06:00,10.4,90,1008.5,0,0,13.6,22
01-11-2018 07:00,10.4,91,1009.2,0,0,12.6,22.3
01-11-2018 08:00,10.9,90,1009.9,0,24,12.9,20.5
01-11-2018 09:00,13,82,1011,0,144,13,21.6
01-11-2018 10:00,14.6,75,1011.5,0,272,12.3,22.7
01-11-2018 11:00,16,67,1012,0,387,13.8,24.1
01-11-2018 12:00,17,62,1012.4,0,260,16.1,26.3
01-11-2018 13:00,17,63,1012.5,0,167,17.7,30.6
01-11-2018 14:00,16.9,65,1012.7,0,119,17.5,32.4
01-11-2018 15:00,16.8,66,1012.6,0,186,16.6,32
01-11-2018 16:00,16.6,68,1012.8,0,155,14.9,29.2
01-11-2018 17:00,16.1,73,1013.4,0,90,11.3,23.8
01-11-2018 18:00,15.2,80,1013.6,0,5,7.4,16.2
01-11-2018 19:00,14.9,83,1014.5,0,0,4.9,12.2
01-11-2018 20:00,14.7,85,1015,0,0,4,9
01-11-2018 21:00,14.5,87,1015.2,0,0,5.5,8.6
01-11-2018 22:00,14.5,88,1015.8,0,0,7.9,11.2
01-11-2018 23:00,14.5,89,1016.5,0,0,8.8,13
02-11-2018 00:00,14.5,90,1016.3,0,0,10.3,15.1
02-11-2018 01:00,14.7,92,1016.4,0,0,12.4,18.4
02-11-2018 02:00,14.9,93,1016.2,0,0,14.5,23
02-11-2018 03:00,14.9,94,1016.2,0,0,15.5,24.8
02-11-2018 04:00,14.9,91,1016.2,0,0,14.5,24.8
02-11-2018 05:00,14.9,87,1016.3,0,0,12.8,23.4
02-11-2018 06:00,14.7,86,1016.7,0,0,12.1,20.5
02-11-2018 07:00,14.7,87,1017.1,0,0,11.9,19.8
02-11-2018 08:00,15,86,1017.2,0,8,14,21.6
02-11-2018 09:00,16,84,1018.3,0,16,14.4,23
02-11-2018 10:00,16.7,84,1018.5,0,35,18.1,27.7
02-11-2018 11:00,17.5,80,1018.7,0,66,20,31.7
02-11-2018 12:00,18.1,75,1018.4,0,132,19.8,31.7
02-11-2018 13:00,18.4,73,1018.1,0,165,20.5,31.7
02-11-2018 14:00,18.6,71,1017.7,0,159,21.6,33.1
02-11-2018 15:00,18.4,73,1017.7,0,132,22.1,36
02-11-2018 16:00,18,76,1017.7,0,95,21.1,37.8
02-11-2018 17:00,17.2,81,1017.9,0,37,19.3,36.7
02-11-2018 18:00,16.4,85,1017.8,0,3,18.6,34.2
02-11-2018 19:00,15.8,88,1018.3,0,0,18,29.2
02-11-2018 20:00,15.5,89,1018.2,0,0,17.9,29.2
02-11-2018 21:00,15.2,90,1018.6,0,0,17.2,28.8
02-11-2018 22:00,14.9,90,1018.5,0,0,15.4,27
02-11-2018 23:00,14.6,91,1018.3,0,0,15.7,26.3
03-11-2018 00:00,14.4,92,1018,0,0,16.8,26.3
03-11-2018 01:00,14,92,1017.6,0,0,17.5,27.4
03-11-2018 02:00,13.7,92,1017.3,0,0,17.8,28.1
03-11-2018 03:00,13.4,92,1016.7,0,0,19.1,28.4
03-11-2018 04:00,13.2,93,1016.4,0,0,18.7,28.4
03-11-2018 05:00,13,93,1015.9,0,0,18.4,28.4
03-11-2018 06:00,12.9,93,1016.2,0,0,18.7,29.5
03-11-2018 07:00,12.8,92,1016,0,0,19.4,33.8
03-11-2018 08:00,12.8,92,1016.2,0,7,20.2,32.8
03-11-2018 09:00,13.4,88,1016.4,0,25,19.8,32.4
03-11-2018 10:00,14,85,1016.4,0,44,15.9,32.4
03-11-2018 11:00,14.9,81,1016,0,68,14.4,31.7
03-11-2018 12:00,15.8,78,1015.5,0,132,16.6,31
03-11-2018 13:00,16.6,75,1014.9,0,168,19.9,34.2
03-11-2018 14:00,17,73,1014.3,0,113,20.8,35.6
03-11-2018 15:00,17.1,72,1013.8,0,122,21,35.6
03-11-2018 16:00,16.9,71,1013.3,0,91,19.4,34.2
03-11-2018 17:00,16.3,74,1013.3,0,57,18.4,31.3
03-11-2018 18:00,15.1,80,1013.3,0,5,18.1,28.4
03-11-2018 19:00,14.4,79,1013.5,0,0,17.7,29.5
03-11-2018 20:00,13.8,82,1013.1,0,0,16.6,29.2
03-11-2018 21:00,13.3,84,1013.3,0,0,16.2,26.6
03-11-2018 22:00,12.9,86,1013.2,0,0,13.3,25.2
03-11-2018 23:00,12.5,88,1012.6,0,0,12,22.7
04-11-2018 00:00,12.3,90,1012.1,0,0,10.9,19.8
04-11-2018 01:00,12.1,91,1011.3,0,0,9.4,18.4
04-11-2018 02:00,12,91,1010.3,0,0,8.4,17.6
04-11-2018 03:00,12,91,1009.7,0,0,6.6,15.1
04-11-2018 04:00,11.9,92,1009.2,0,0,7.9,14
04-11-2018 05:00,12,92,1009,0,0,6.6,15.1
04-11-2018 06:00,12.9,89,1009,0,0,4.2,15.1
04-11-2018 07:00,12.3,94,1008.3,0,0,5.6,9.4
04-11-2018 08:00,11.9,96,1008.5,0,8,7.3,11.9
04-11-2018 09:00,14,88,1008.2,0,30,9.7,15.8
04-11-2018 10:00,14.8,82,1007.7,0,55,16.1,21.6
04-11-2018 11:00,15.7,76,1006.8,0,113,17.4,27.4
04-11-2018 12:00,16.5,71,1005.7,0,116,20.5,33.1
04-11-2018 13:00,16.8,71,1004.5,0,99,23.7,36
04-11-2018 14:00,16.7,74,1003.2,0.6,72,24.6,39.2
04-11-2018 15:00,16.3,78,1002,1.5,23,26.1,43.9
04-11-2018 16:00,15.7,83,1001.4,1.4,2,26.8,46.4
04-11-2018 17:00,15.2,90,1000.3,1,1,26.3,41.8
04-11-2018 18:00,15.3,91,999.6,0.5,0,23.7,43.2
04-11-2018 19:00,15.6,91,999,0.8,0,24.3,41.4
04-11-2018 20:00,15.4,94,998.5,2.1,0,30.4,47.2
04-11-2018 21:00,14.8,90,998.8,0.6,0,30.8,52.6
04-11-2018 22:00,14.4,87,999,0.2,0,30.4,49
04-11-2018 23:00,14.1,82,998.8,0,0,28.9,43.9
05-11-2018 00:00,13.8,78,999,0,0,28.7,43.9
05-11-2018 01:00,13.1,75,999.4,0,0,29.1,43.6
05-11-2018 02:00,12.6,75,999.3,0,0,26,42.8
05-11-2018 03:00,12.3,74,999.2,0,0,27.8,43.6
05-11-2018 04:00,12.3,73,999.2,0,0,30.2,43.6
05-11-2018 05:00,12.2,73,999.4,0,0,29.7,44.3
05-11-2018 06:00,12.1,73,999.7,0,0,29.7,45
05-11-2018 07:00,11.8,75,1000.3,0.2,0,29.6,49.3
05-11-2018 08:00,11.9,74,1000.9,0.3,13,27.6,47.5
05-11-2018 09:00,12.5,75,1001.7,0,84,26.1,46.8
05-11-2018 10:00,13.4,72,1002.8,0,231,27.8,48.2
05-11-2018 11:00,14,69,1002.8,0,298,26.3,49.3
05-11-2018 12:00,14.5,66,1003.1,0,357,28.7,49
05-11-2018 13:00,14.7,64,1003,0,406,29,48.6
05-11-2018 14:00,14.7,62,1002.7,0,331,29.5,47.5
05-11-2018 15:00,14.5,61,1002.9,0,256,29.3,47.2
05-11-2018 16:00,14.2,63,1003.7,0,165,27.5,47.2
05-11-2018 17:00,13.7,68,1004.3,0,60,24.9,45.7
05-11-2018 18:00,13,75,1004.8,0,3,22.7,41.4
05-11-2018 19:00,12.5,79,1005.3,0,0,18.8,36
05-11-2018 20:00,12.3,82,1005.8,0,0,17.7,30.2
05-11-2018 21:00,12.2,82,1006.5,0,0,17.7,28.4
